ApplicantName,Callsign,FileNumber,Filing State,Red Light,AppType,Accepted For Filing PN,Class Of Earth Station,SiteID,AntennaID,Quantity,SiteStreet1,SiteStreet2,SiteCity,SiteCounty,Site State,Site Zip Code,LatDeg,LatMin,LatSec,LonDeg,LonMin,LonSec,latitude,longitude,marker-symbol,
"Reynolds Media, Inc",E201283,SESREG2018101706665,current,,REG,,FES,Site 1,Ant2      ,4,400 S. Sycamore St.,,Harrison,USA,AR,72601,36,13,33.1,93,6,16.8,36.2258611111111,-93.1046666666667,communications-tower-11,
"Reynolds Media, Inc",E201283,SESREG2018101706665,current,,REG,,FES,Site 1,Ant3      ,1,400 S. Sycamore St.,,Harrison,USA,AR,72601,36,13,33.1,93,6,16.8,36.2258611111111,-93.1046666666667,communications-tower-11,
"RGW Communications, Inc.",E200899,SESREG2018101606212,current,,REG,,FES,Watson Cable Company,3.2,1,1127 Leverette Road,,Warner Robins,Houston,GA,31088,32,36,8.1,83,40,0.4,32.60225,-83.6667777777778,communications-tower-11,
"RGW Communications, Inc.",E200899,SESREG2018101606212,current,,REG,,FES,Watson Cable Company,3.8,3,1127 Leverette Road,,Warner Robins,Houston,GA,31088,32,36,8.1,83,40,0.4,32.60225,-83.6667777777778,communications-tower-11,
"RGW Communications, Inc.",E200899,SESREG2018101606212,current,,REG,,FES,Watson Cable Company,4.5,1,1127 Leverette Road,,Warner Robins,Houston,GA,31088,32,36,8.1,83,40,0.4,32.60225,-83.6667777777778,communications-tower-11,
"RGW Communications, Inc.",E200899,SESREG2018101606212,current,,REG,,FES,Watson Cable Company,3.7M      ,3,1127 Leverette Road,,Warner Robins,Houston,GA,31088,32,36,8.1,83,40,0.4,32.60225,-83.6667777777778,communications-tower-11,
Rhode Island Public Radio,E180035,SESREG2018030700197,current,,REG,,FES,1,1,1,1110 Douglas Ave,,North Providence,Providence,RI,2904,41,51,23.7,71,26,36.2,41.8565833333333,-71.4433888888889,communications-tower-11,
Richard A Linn,E201718,SESREG2018103107129,current,,REG,,FES,Studio Lot,Site1     ,1,131 NE 15th Street,,Newport,Lincoln,OR,97365,44,38,54.48,124,3,7.812,44.6484666666667,-124.05217,communications-tower-11,
"Richard L. Garcia Broadcasting, Inc.",E181315,SESREG2018072402111,current,,REG,,FES,1,3.0M.     ,1,403 West Pueblo Drive,,Espanola,Rio Arriba,NM,87532,36,0,10.2,106,3,57.2,36.0028333333333,-106.065888888889,communications-tower-11,
"Richmond Christian Radio Corporation, Inc.",E201502,SESREG2018101706888,current,,REG,,FES,Colonial Heights,3m        ,1,2701 Conduit Road,,Colonial Heights,Colonial Heights,VA,23834,37,15,31,77,23,39,37.2586111111111,-77.3941666666667,communications-tower-11,
Rincon Broadcasting LS LLC,E191201,SESREG2018100404830,current,,REG,,FES,KIST,3.7M      ,1,414 East Cota Street,,Santa Barbara,Santa Barbara,CA,93101,34,25,19.9,119,41,31.4,34.4221944444444,-119.692055555556,communications-tower-11,
"River City Radio, Inc.",E201542,SESREG2018103006927,current,,REG,,FES,KCJJ(AM) Studio,1,1,4404 Napoleon Street SE,,Iowa City,Johnson,IA,52240,41,36,3,91,30,4,41.6008333333333,-91.5011111111111,communications-tower-11,
"River Country Communications, LLC",E180958,SESREG2018061701631,current,,REG,,FES,1,1,1,1089 South Main Street,(Studio),Burksville,Cumberland,KY,42717,36,46,43.8,85,22,1.9,36.7788333333333,-85.3671944444444,communications-tower-11,
"Riverbend Communications, LLC",E180278,SESREG2018051100645,current,,REG,,FES,1,1,1,400 W. Sunnyside Rd.,,Idaho Falls,Bonneville,ID,83402,43,28,7.5,112,2,30,43.46875,-112.041666666667,communications-tower-11,
Riverfront Broadcasting LLC,E190235,SESREG2018100203922,current,,REG,,FES,1,DISH1     ,1,106 W Capitol Ave,,Pierre,Hughes,SD,57501,42,22,10.75,100,21,6.63,42.3696527777778,-100.351841666667,communications-tower-11,
Riverfront Broadcasting LLC,E191063,SESREG2018100204697,current,,REG,,FES,Riverfront Yankton,DISH1     ,1,202 W 2nd St,,Yankton,Yankton,SD,57078,42,52,8.28,97,23,39.77,42.8689666666667,-97.3943805555556,communications-tower-11,
Riverfront Broadcasting of Iowa LLC,E191166,SESREG2018100404796,current,,REG,,FES,1,1,1,1020 E 2nd St,,Webster City,Hamilton,IA,50595,42,28,7.43,93,47,50.36,42.4687305555556,-93.7973222222222,communications-tower-11,
Riverfront Broadcasting of Iowa LLC,E191169,SESREG2018100404799,current,,REG,,FES,1,1,1,311 E Nebaska St,,Algona,Kossuth,IA,50511,43,4,5.03,94,14,0.41,43.0680638888889,-94.2334472222222,communications-tower-11,
Riverfront Broadcasting of Iowa LLC,E191170,SESREG2018100404800,current,,REG,,FES,1,1,1,2196 Montana Ave,,Humboldt,Humboldt,IA,50548,42,43,56.68,94,12,22.88,42.7324111111111,-94.2063555555556,communications-tower-11,
Riverfront Broadcasting of Iowa LLC,E191171,SESREG2018100404801,current,,REG,,FES,1,1,1,824 Keeler St,,Boone,Boone,IA,50036,42,3,52.29,93,52,51.01,42.064525,-93.8808361111111,communications-tower-11,
"Riverfront Broadcasting of Keokuk, Inc.",E191153,SESREG2018100304783,current,,REG,,FES,1,1,1,108 Washington St,,Keokuk,Lee,IA,52632,40,24,53.73,91,24,1.39,40.414925,-91.4003861111111,communications-tower-11,
"RIVERFRONT BROADCASTING OF MINNESOTA, INC.",E191096,SESREG2018100304726,current,,REG,,FES,1,1,1,705 Leland Parkway,,Blue Earth,Faribault,MN,56013,43,38,42.95,94,5,35.85,43.6452638888889,-94.0932916666667,communications-tower-11,
"RIVERFRONT BROADCASTING OF MINNESOTA, INC.",E191154,SESREG2018100304784,current,,REG,,FES,1,1,1,1450 Hwy 60/71 N,,Windom,Cottonwood,MN,56101,43,52,17.55,95,6,49.73,43.8715416666667,-95.1138138888889,communications-tower-11,
"RNN National, LLC",E181173,SESREG2018062601912,current,,REG,,FES,NRJ Dallas NOC,NRJ-NOC   ,5,3310 Keller Springs Rd Ste 110,,Carrollton,Dallas,TX,75006,32,58,6,96,50,39,32.9683333333333,-96.8441666666667,communications-tower-11,
"RNN National, LLC",E200887,SESREG2018101606199,current,,REG,,FES,KUBE Missouri City,1,1,4124 McHard Rd,,Missouri City,Fort Bend,TX,77459,29,34,16,95,30,38,29.5711111111111,-95.5105555555556,communications-tower-11,
"RNN National, LLC",E200887,SESREG2018101606199,current,,REG,,FES,KUBE Missouri City,2,1,4124 McHard Rd,,Missouri City,Fort Bend,TX,77459,29,34,16,95,30,38,29.5711111111111,-95.5105555555556,communications-tower-11,
"RNN National, LLC",E200933,SESREG2018101606261,current,,REG,,FES,KSCI Studio,2.4-1 to 4,4,1990 S Bundy Dr,,Los Angeles,Los Angeles,CA,90025,34,2,4,118,27,19,34.0344444444444,-118.455277777778,communications-tower-11,
"RNN National, LLC",E200933,SESREG2018101606261,current,,REG,,FES,KSCI Studio,3.8 - 1   ,1,1990 S Bundy Dr,,Los Angeles,Los Angeles,CA,90025,34,2,4,118,27,19,34.0344444444444,-118.455277777778,communications-tower-11,
"RNN National, LLC",E200998,SESREG2018101606334,current,,REG,,FES,Mt Harvard,1,1,1 Mt Harvard Rd,,Los Angeles,Los Angeles,CA,91107,34,12,47,118,3,55,34.2130555555556,-118.065277777778,communications-tower-11,
"RNN National, LLC",E201038,SESREG2018101606390,current,,REG,,FES,Roxboro Domino Ln,1,1,310 Domino Ln,,Philadelphia,Philadelphia,PA,19128,40,2,30,75,14,10,40.0416666666667,-75.2361111111111,communications-tower-11,
"RNN National, LLC",E201744,SESREG2018101907154,current,,REG,,FES,WMFP Newton,1,1, ,,Newton,Middlesex,MA,2464,42,18,29,71,13,26,42.3080555555556,-71.2238888888889,communications-tower-11,
"RNN Philly License Co., LLC",E130062,SESREG2013031800278,current,,REG,,FES,1,1,1,"100 Dobbs Lane, Suite 112",,Cherry Hill,Camden,NJ,8034,39,53,2.4,75,0,19.7,39.884,-75.0054722222222,communications-tower-11,
"Roaring Fork Public Radio, Inc.",E030250,SESRWL2018082902535,current,,RWL,,FES,1,3.8 M     ,1,"110 EAST HALLAM STREET, SUITE 134",(KAJX-FM),ASPEN,PITKIN,CO,81611,39,11,36,106,49,14,39.1933333333333,-106.820555555556,communications-tower-11,
Robert A Nemitz,E180475,SESREG2018052900897,current,,REG,,FES,1,1,1,9560 S. Orange Mallow Drive,Robert A Nemitz,Tucson,PIMA,AZ,85747,32,4,39.9,110,45,4.7,32.07775,-110.751305555556,communications-tower-11,
Robert H Pettitt,E201140,SESREG2018101706497,current,,REG,,FES,KRHP Studio,c band 1  ,1,8419 State Route 14,,Dallesport,Klickitat,WA,98617,45,39,5,121,8,30,45.6513888888889,-121.141666666667,communications-tower-11,
Robert J Soltis,E181224,SESREG2018070201979,current,,REG,,FES,1,4M.       ,1,225 Dorothy St,(Site WA2VCS),Endicott,Broome,NY,13760,42,7,24.5,76,4,57.3,42.1234722222222,-76.0825833333333,communications-tower-11,
Robert Louis Stevenson School,E180529,SESREG2018052500960,current,,REG,,FES,1,1,1,3152 Forest Lake Road,,Pebble Beach,Monterey,CA,93953,36,34,48,121,57,0,36.58,-121.95,communications-tower-11,
"Roberts Radio Broadcasting,LLC",E200119,SESREG2018101005414,current,,REG,,FES,1,C 1       ,1,745 N. State Street,(WRBJ-FM Studio),Jackson,Hinds,MS,39202,32,16,36.44,90,17,38.26,32.2767888888889,-90.2939611111111,communications-tower-11,
ROBINSON CORPORATION,E190257,SESREG2018081603949,current,,REG,,FES, ,1,2,132 NORTH PRAIRIE STREET,,PRAIRIE DU CHIEN,CRAWFORD,WI,53821,43,3,9.4,91,8,51,43.0526111111111,-91.1475,communications-tower-11,
ROBINSON CORPORATION,E190267,SESREG2018082003961,current,,REG,,FES,1,1,1,E7601A CTH SS,,VIROQUA,VERNON,WI,54665,43,32,5,90,52,25,43.5347222222222,-90.8736111111111,communications-tower-11,
ROBINSON CORPORATION,E190267,SESREG2018082003961,current,,REG,,FES,1,2,1,E7601A CTH SS,,VIROQUA,VERNON,WI,54665,43,32,5,90,52,25,43.5347222222222,-90.8736111111111,communications-tower-11,
"Rochelle Broadcasting Co., Inc.",E191319,SESREG2018100804947,current,,REG,,FES,1,1,1,400 May Mart Drive,,Rochelle,Ogle,IL,61068,41,56,0,89,3,56,41.9333333333333,-89.0655555555555,communications-tower-11,
"Rochester TV License Company, LLC",E201124,SESREG2018101706481,current,,REG,,FES,KIMT Studio,EASi-1    ,2,112 N Pennsylvania,,Mason City,Cerro Gordo,IA,50401,43,9,11,93,11,53,43.1530555555556,-93.1980555555556,communications-tower-11,
"Rochester TV License Company, LLC",E201124,SESREG2018101706481,current,,REG,,FES,KIMT Studio,Prodelin-1,1,112 N Pennsylvania,,Mason City,Cerro Gordo,IA,50401,43,9,11,93,11,53,43.1530555555556,-93.1980555555556,communications-tower-11,
Rock Port Cablevison,E201852,SESREG2018103007255,current,,REG,,FES,TKOHE,D1        ,1,21571 US Highway 59,,Tarkio,Atchison,MO,64491,40,24,53.42,95,23,54.9,40.4148388888889,-95.3985833333333,communications-tower-11,
Rock Port Cablevison,E201852,SESREG2018103007255,current,,REG,,FES,TKOHE,D2        ,3,21571 US Highway 59,,Tarkio,Atchison,MO,64491,40,24,53.42,95,23,54.9,40.4148388888889,-95.3985833333333,communications-tower-11,
Rock Port Cablevison,E201852,SESREG2018103007255,current,,REG,,FES,TKOHE,D3        ,1,21571 US Highway 59,,Tarkio,Atchison,MO,64491,40,24,53.42,95,23,54.9,40.4148388888889,-95.3985833333333,communications-tower-11,
"Rocking M Media, LLC",E191624,SESREG2018101805248,current,,REG,,FES,1,1,1,207 East 7th St.,Suite 101,Hays,Ellis,KS,67601,38,52,7.75,99,19,45.32,38.8688194444444,-99.3292555555555,communications-tower-11,
"Rocking M Media, LLC",E191624,SESREG2018101805248,current,,REG,,FES,2,2,1,131 N SANTA FE AVE,Suite 3,SALINA,Saline,KS,67401,38,50,29.97,97,36,34.54,38.8416583333333,-97.6095944444444,communications-tower-11,
"Rocking M Media, LLC",E191624,SESREG2018101805248,current,,REG,,FES,3,3,1,338 S Kley Dr.,,Wellington,Sumner,KS,67152,37,14,24.13,97,24,17.23,37.2400361111111,-97.4047861111111,communications-tower-11,
"Rocking M Media, LLC",E191624,SESREG2018101805248,current,,REG,,FES,4,4,1,30129 E. Hwy. 54,,Pratt,PRATT,KS,67124,37,38,36.63,98,40,40.93,37.6435083333333,-98.6780361111111,communications-tower-11,
"Rocking M Media, LLC",E191624,SESREG2018101805248,current,,REG,,FES,5,5,1,1065 S. Range,,Colby,Thomas,KS,67701,39,23,0.04,101,3,14.56,39.3833444444444,-101.054044444444,communications-tower-11,
"Rocking M Media, LLC",E191624,SESREG2018101805248,current,,REG,,FES,6,6,1,2609 Central,,Dodge City,Ford,KS,67801,37,46,42.64,100,1,0.82,37.7785111111111,-100.016894444444,communications-tower-11,
"Rocking M Media, LLC",E191624,SESREG2018101805248,current,,REG,,FES,7,7,1,5501 W. 10th St.,,Great Bend,Barton,KS,67530,38,21,40.67,98,48,22.78,38.3612972222222,-98.8063277777778,communications-tower-11,
"Rocking M Media, LLC",E201282,SESREG2018101706664,current,,REG,,FES,SITE 1,ANT 1     ,1,572 Omar Street,,Banning,Riverside,CA,92220,33,55,50.1,116,55,22.3,33.9305833333333,-116.922861111111,communications-tower-11,
"ROGCO Family I, LLC",E200499,SESREG2018101705807,current,,REG,,FES,Westwood 1,Westwood 1,1,323 Denver Avenue,,Dalhart,Dallam,TX,79022,36,3,47.6,102,31,16.3,36.0632222222222,-102.521194444444,communications-tower-11,
ROGER W WRIGHT,E200758,SESREG2018101506067,current,,REG,,FES,1,1,1,1212 N. Locust Ave,1212 N. Locust Ave,Lawrencerburg,LAWRENCE,TN,38464,35,15,18,87,19,30,35.255,-87.325,communications-tower-11,
"Rome Radio Partners, LLC",E190640,SESREG2018091204321,current,,REG,,FES,1,Studio-1  ,1,20 John Davenport Dr,(STUDIO),Rome,Floyd,GA,30165,34,16,8,85,10,59,34.2688888888889,-85.1830555555556,communications-tower-11,
ROME RESEARCH CORPORATION,E030088,SESRWL2018062201614,current,,RWL,,FES,1,C-BAND    ,2,"NAVAL SAT. COMM. FACILITY, NW","5102 RELAY RD., BLDG. 352",CHESAPEAKE,CHESAPEAKE CITY,VA,23322,36,33,34.7,76,16,4.6,36.5596388888889,-76.2679444444444,communications-tower-11,
Ronald K Witcher,E201822,SESREG2018103007229,current,,REG,,FES,KCYL Sat,Ant 1     ,1,505 N. Key,505 N. Key,Lampasas,Lampasas,TX,76550,31,4,16.44,98,11,5.84,31.0712333333333,-98.1849555555556,communications-tower-11,
Ronald K Witcher,E201822,SESREG2018103007229,current,,REG,,FES,KCYL Sat,Ant 2     ,1,505 N. Key,505 N. Key,Lampasas,Lampasas,TX,76550,31,4,16.44,98,11,5.84,31.0712333333333,-98.1849555555556,communications-tower-11,
Ronan Telephone Co,E201970,SESREG2018101706969,current,,REG,,FES,Pablo,ANT1      ,4,42141 4th Avenue East,,Pablo,MT,MT,59855,47,36,3.56,114,7,5.26,47.6009888888889,-114.118127777778,communications-tower-11,
"ROSE FARM AND RENTALS, INC. DBA WIZS RADIO",E191538,SESREG2018101005157,current,,REG,,FES,1,WIZS Dish ,1,535 Radio Lane,(WIZS Satellite Dish),Henderson,Vance,NC,27536,36,20,14.4,78,25,10.7,36.3373333333333,-78.4196388888889,communications-tower-11,
"Roser Communications Network, Inc.",E181388,SESREG2018080902229,current,,REG,,FES,1,Roser     ,1,215 Leland Ave.,,Utica,Oneida,NY,13502,43,6,38.9,75,12,51.4,43.1108055555556,-75.2142777777778,communications-tower-11,
ROXBORO BROADCASTING COMPANY,E200978,SESREG2018101606313,current,,REG,,FES,Site1,Mesh1     ,1,2070 Hurdle Mills Road,,Roxboro,Person,NC,27574,36,21,58,78,59,46,36.3661111111111,-78.9961111111111,communications-tower-11,
"Royal Broadcasting, Inc.",E181722,SESREG2018080602677,current,,REG,,FES,1,1,1,1106 Elm Street,,Front Royal,Warren,VA,22630,38,54,31,78,10,37,38.9086111111111,-78.1769444444444,communications-tower-11,
Royal Gorge Broadcasting LLC,E201871,SESREG2018111407277,current,,REG,,FES,Site 1,1,1,1615 Central Ave.,,Canon City,USA,CO,81212,38,27,34,105,13,31,38.4594444444445,-105.225277777778,communications-tower-11,
"RP Broadcasting Idaho LS, LLC",E201690,SESREG2018101707089,current,,REG,,FES,Site 1,ANT1      ,2,1406 Commerce Way,,Idaho Falls,Bonneville,ID,83209,43,31,57.2,112,0,19.5,43.5325555555556,-112.005416666667,communications-tower-11,
RS Fiber Cooperative,E181364,SESREG2018071202175,current,,REG,,FES,1,4.5M.     ,2,103 East Second Street,,Winthrop,Sibley,MN,55396,44,32,26.3,94,21,50.1,44.5406388888889,-94.3639166666667,communications-tower-11,
RTC Communications Corp.,E201556,SESREG2018101706941,current,,REG,,FES,Head End,RTC-1     ,3,412 E 450 N,,Rochester,Fulton,IN,46975,41,7,20.07,86,13,57.83,41.1222416666667,-86.2327305555556,communications-tower-11,
"Rtec Communications, Inc.",E180613,SESREG2018060101061,current,,REG,,FES,1,AMC10     ,1,S731 Rd 20B,,Ridgeville Corners,USA,OH,43555,41,26,18.44,84,15,28.4,41.4384555555556,-84.2578888888889,communications-tower-11,
"Rtec Communications, Inc.",E180613,SESREG2018060101061,current,,REG,,FES,1,AMC11     ,1,S731 Rd 20B,,Ridgeville Corners,USA,OH,43555,41,26,18.44,84,15,28.4,41.4384555555556,-84.2578888888889,communications-tower-11,
"Rtec Communications, Inc.",E180613,SESREG2018060101061,current,,REG,,FES,1,G17       ,1,S731 Rd 20B,,Ridgeville Corners,USA,OH,43555,41,26,18.44,84,15,28.4,41.4384555555556,-84.2578888888889,communications-tower-11,
"Rtec Communications, Inc.",E180613,SESREG2018060101061,current,,REG,,FES,1,G18       ,1,S731 Rd 20B,,Ridgeville Corners,USA,OH,43555,41,26,18.44,84,15,28.4,41.4384555555556,-84.2578888888889,communications-tower-11,
"Rtec Communications, Inc.",E180613,SESREG2018060101061,current,,REG,,FES,1,G23       ,1,S731 Rd 20B,,Ridgeville Corners,USA,OH,43555,41,26,18.44,84,15,28.4,41.4384555555556,-84.2578888888889,communications-tower-11,
"Rtec Communications, Inc.",E180613,SESREG2018060101061,current,,REG,,FES,1,SES3      ,1,S731 Rd 20B,,Ridgeville Corners,USA,OH,43555,41,26,18.44,84,15,28.4,41.4384555555556,-84.2578888888889,communications-tower-11,
"Rubber City Radio Group, Inc.",E181864,SESREG2018101203031,current,,REG,,FES,1,1,3,1795 W. Market St.,,Akron,Summit,OH,44313,41,6,41.97,81,34,22.28,41.1116583333333,-81.5728555555556,communications-tower-11,
"Rubin Broadcasting, Inc.",E200617,SESREG2018101705927,current,,REG,,FES,KTOX-AM,ANT1      ,1,100 Balboa Pl,,Needles,San Bernardino,CA,92363,34,51,10.3,114,37,26,34.8528611111111,-114.623888888889,communications-tower-11,
"Rubin Broadcasting, Inc.",E200617,SESREG2018101705927,current,,REG,,FES,KTOX-AM,ANT2      ,1,100 Balboa Pl,,Needles,San Bernardino,CA,92363,34,51,10.3,114,37,26,34.8528611111111,-114.623888888889,communications-tower-11,
"Rubin Broadcasting, Inc.",E200617,SESREG2018101705927,current,,REG,,FES,KTOX-AM,ANT3      ,1,100 Balboa Pl,,Needles,San Bernardino,CA,92363,34,51,10.3,114,37,26,34.8528611111111,-114.623888888889,communications-tower-11,
"Rubin Broadcasting, Inc.",E200620,SESREG2018101705930,current,,REG,,FES,1,ANT       ,1,14200 Praire Way,,Mendocino,Mendocino,CA,95460,39,20,34.1,123,46,54.4,39.3428055555556,-123.781777777778,communications-tower-11,
"Rubin Broadcasting, Inc.",E200620,SESREG2018101705930,current,,REG,,FES,1,MESHS     ,2,14200 Praire Way,,Mendocino,Mendocino,CA,95460,39,20,34.1,123,46,54.4,39.3428055555556,-123.781777777778,communications-tower-11,
Ruby Radio Corporation,E180622,SESREG2018060101084,current,,REG,,FES,Site 1,ANT1      ,1,1750 Manzanita Drive,,Elko,Elko,NV,89801,40,50,48.5,115,44,49,40.8468055555556,-115.746944444444,communications-tower-11,
"Rugby Broadcasters, Incorporated",E200315,SESREG2018101305613,current,,REG,,FES,KZZJ Studio,ANT1      ,1,US Rt 2,,Rugby,Pierce,ND,58368,48,21,15,99,59,32,48.3541666666667,-99.9922222222222,communications-tower-11,
RUNESTONE TELEPHONE ASSOCIATION,E200502,SESREG2018101605810,current,,REG,,FES,1,1,1,314 County Road 2,,Barrett,Grant,MN,56311,45,54,36.6,95,54,4.1,45.9101666666667,-95.9011388888889,communications-tower-11,
RUNESTONE TELEPHONE ASSOCIATION,E200502,SESREG2018101605810,current,,REG,,FES,1,2,1,314 County Road 2,,Barrett,Grant,MN,56311,45,54,36.6,95,54,4.1,45.9101666666667,-95.9011388888889,communications-tower-11,
RUNESTONE TELEPHONE ASSOCIATION,E200502,SESREG2018101605810,current,,REG,,FES,1,3,1,314 County Road 2,,Barrett,Grant,MN,56311,45,54,36.6,95,54,4.1,45.9101666666667,-95.9011388888889,communications-tower-11,
RUNESTONE TELEPHONE ASSOCIATION,E200502,SESREG2018101605810,current,,REG,,FES,1,4,1,314 County Road 2,,Barrett,Grant,MN,56311,45,54,36.6,95,54,4.1,45.9101666666667,-95.9011388888889,communications-tower-11,
RUNESTONE TELEPHONE ASSOCIATION,E200502,SESREG2018101605810,current,,REG,,FES,1,5,1,314 County Road 2,,Barrett,Grant,MN,56311,45,54,36.6,95,54,4.1,45.9101666666667,-95.9011388888889,communications-tower-11,
RUNESTONE TELEPHONE ASSOCIATION,E200502,SESREG2018101605810,current,,REG,,FES,1,6,1,314 County Road 2,,Barrett,Grant,MN,56311,45,54,36.6,95,54,4.1,45.9101666666667,-95.9011388888889,communications-tower-11,
RUNESTONE TELEPHONE ASSOCIATION,E200502,SESREG2018101605810,current,,REG,,FES,1,7,1,314 County Road 2,,Barrett,Grant,MN,56311,45,54,36.6,95,54,4.1,45.9101666666667,-95.9011388888889,communications-tower-11,
RUNESTONE TELEPHONE ASSOCIATION,E200502,SESREG2018101605810,current,,REG,,FES,1,8,1,314 County Road 2,,Barrett,Grant,MN,56311,45,54,36.6,95,54,4.1,45.9101666666667,-95.9011388888889,communications-tower-11,
RUNESTONE TELEPHONE ASSOCIATION,E200502,SESREG2018101605810,current,,REG,,FES,1,9,1,314 County Road 2,,Barrett,Grant,MN,56311,45,54,36.6,95,54,4.1,45.9101666666667,-95.9011388888889,communications-tower-11,
RUNESTONE TELEPHONE ASSOCIATION,E200502,SESREG2018101605810,current,,REG,,FES,1,10,1,314 County Road 2,,Barrett,Grant,MN,56311,45,54,36.6,95,54,4.1,45.9101666666667,-95.9011388888889,communications-tower-11,
RUNNYMEDE INC.,E191352,SESREG2018100804976,current,,REG,,FES,Studio,Main      ,1,1000 N. 40th Street,,Newark,Licking,OH,43055,40,3,3.6,82,28,4.5,40.051,-82.4679166666667,communications-tower-11,
Rural California Broadcasting Corporation,E180544,SESREG2018052900979,current,,REG,,FES,1,3.7M.     ,1,5850 LaBath Ave,,Rohnert Park,Sonoma,CA,94930,38,21,14.2,122,43,8.2,38.3539444444444,-122.718944444444,communications-tower-11,
